-3.2404e+08,-8.1117e+08,-9.30981e+08,0.469328,0.738082,-0.962461,0.66453,-661796,-5.51672e+08,-1.89232e+08,-0.798389,-7.04771e+09,-1.3979e+08,-3.00016e+07,-1.90735e+09,-1.47436e+10,-1.61871e+09,0.942196,-3.17195e+09,-9.7018e+08,-2.81806e+08,-0.051822,-1.52205e+09,-1.91877e+09,-0.585912,0.817921,-6.83873e+08,-3.15247e+08,0.659403,0.269059,
-3.2404e+08,-8.1117e+08,-9.30981e+08,-0.459501,0.0624428,-0.817066,0.675639,-661796,-5.51672e+08,-1.89232e+08,-0.769944,-7.04771e+09,-1.3979e+08,-3.00016e+07,-1.90735e+09,-1.47436e+10,-1.61871e+09,-0.382958,-3.17195e+09,-9.7018e+08,-2.81806e+08,0.461332,-1.52205e+09,-1.91877e+09,-0.746872,-0.990295,-6.83873e+08,-3.15247e+08,-0.533358,-0.551303,
-3.2404e+08,-8.1117e+08,-9.30981e+08,-0.0632973,0.829335,-0.485992,0.293475,-661796,-5.51672e+08,-1.89232e+08,-0.0224013,-7.04771e+09,-1.3979e+08,-3.00016e+07,-1.90735e+09,-1.47436e+10,-1.61871e+09,-0.571934,-3.17195e+09,-9.7018e+08,-2.81806e+08,-0.751938,-1.52205e+09,-1.91877e+09,0.207654,-0.618751,-6.83873e+08,-3.15247e+08,-0.720137,0.28554,
-3.2404e+08,-8.1117e+08,-9.30981e+08,0.335165,0.888787,-0.289752,0.164866,-661796,-5.51672e+08,-1.89232e+08,-0.333883,-7.04771e+09,-1.3979e+08,-3.00016e+07,-1.90735e+09,-1.47436e+10,-1.61871e+09,0.346213,-3.17195e+09,-9.7018e+08,-2.81806e+08,0.0806934,-1.52205e+09,-1.91877e+09,-0.429286,0.663798,-6.83873e+08,-3.15247e+08,-0.86425,0.637185,
-3.2404e+08,-8.1117e+08,-9.30981e+08,-0.361472,-0.850638,0.0696454,0.699567,-661796,-5.51672e+08,-1.89232e+08,-0.408594,-7.04771e+09,-1.3979e+08,-3.00016e+07,-1.90735e+09,-1.47436e+10,-1.61871e+09,-0.314655,-3.17195e+09,-9.7018e+08,-2.81806e+08,0.973021,-1.52205e+09,-1.91877e+09,0.234939,0.662577,-6.83873e+08,-3.15247e+08,-0.565281,-0.0915583,
-3.2404e+08,-8.1117e+08,-9.30981e+08,0.680522,-0.231948,-0.974486,-0.738815,-661795,-5.51672e+08,-1.89232e+08,-0.912531,-7.04771e+09,-1.3979e+08,-3.00016e+07,-1.90735e+09,-1.47436e+10,-1.61871e+09,-0.549533,-3.17195e+09,-9.7018e+08,-2.81806e+08,-0.355735,-1.52205e+09,-1.91877e+09,0.710248,0.663432,-6.83873e+08,-3.15247e+08,-0.370506,-0.679546,
-3.2404e+08,-8.1117e+08,-9.30981e+08,0.870414,-0.419703,0.753281,-0.346579,-661796,-5.51672e+08,-1.89232e+08,0.57578,-7.04771e+09,-1.3979e+08,-3.00016e+07,-1.90735e+09,-1.47436e+10,-1.61871e+09,-0.969786,-3.17195e+09,-9.7018e+08,-2.81806e+08,-0.720259,-1.52205e+09,-1.91877e+09,0.325642,-0.898492,-6.83873e+08,-3.15247e+08,0.020448,-0.326375,
-3.2404e+08,-8.1117e+08,-9.30981e+08,-0.919734,0.371544,-0.432094,-0.708784,-661796,-5.51672e+08,-1.89232e+08,-0.542697,-7.04771e+09,-1.3979e+08,-3.00016e+07,-1.90735e+09,-1.47436e+10,-1.61871e+09,-0.802478,-3.17195e+09,-9.7018e+08,-2.81806e+08,-0.616676,-1.52205e+09,-1.91877e+09,0.611854,0.999695,-6.83873e+08,-3.15247e+08,0.45944,-0.302814,
-3.2404e+08,-8.1117e+08,-9.30981e+08,-0.674052,-0.175121,-0.896417,-0.403894,-661796,-5.51672e+08,-1.89232e+08,-0.684673,-7.04771e+09,-1.3979e+08,-3.00016e+07,-1.90735e+09,-1.47436e+10,-1.61871e+09,0.0992492,-3.17195e+09,-9.7018e+08,-2.81806e+08,-0.945004,-1.52205e+09,-1.91877e+09,-0.587194,-0.969114,-6.83873e+08,-3.15247e+08,0.377159,-0.760422,
-3.2404e+08,-8.1117e+08,-9.30981e+08,-0.2303,-0.932735,0.0125129,-0.111213,-661797,-5.51672e+08,-1.89232e+08,0.694684,-7.04771e+09,-1.3979e+08,-3.00016e+07,-1.90735e+09,-1.47436e+10,-1.61871e+09,-0.389672,-3.17195e+09,-9.7018e+08,-2.81806e+08,-0.9718,-1.52205e+09,-1.91877e+09,-0.829885,-0.621925,-6.83873e+08,-3.15247e+08,-0.992248,0.181774,
-3.2404e+08,-8.1117e+08,-9.30981e+08,0.514069,-0.0933285,0.40072,-0.363425,-661795,-5.51672e+08,-1.89232e+08,0.869133,-7.04771e+09,-1.3979e+08,-3.00016e+07,-1.90735e+09,-1.47436e+10,-1.61871e+09,-0.662455,-3.17195e+09,-9.7018e+08,-2.81806e+08,0.524812,-1.52205e+09,-1.91877e+09,0.310139,-0.905329,-6.83873e+08,-3.15247e+08,-0.766648,0.302143,
-3.2404e+08,-8.1117e+08,-9.30981e+08,-0.186901,0.376244,0.655924,-0.411402,-661797,-5.51672e+08,-1.89232e+08,-0.251541,-7.04771e+09,-1.3979e+08,-3.00016e+07,-1.90735e+09,-1.47436e+10,-1.61871e+09,-0.0653116,-3.17195e+09,-9.7018e+08,-2.81806e+08,-0.322285,-1.52205e+09,-1.91877e+09,-0.00231946,-0.320637,-6.83873e+08,-3.15247e+08,0.365501,-0.358176,
-3.2404e+08,-8.1117e+08,-9.30981e+08,-0.0397363,0.31435,0.982116,0.350485,-661797,-5.51672e+08,-1.89232e+08,0.655252,-7.04771e+09,-1.3979e+08,-3.00016e+07,-1.90735e+09,-1.47436e+10,-1.61871e+09,-0.507477,-3.17195e+09,-9.7018e+08,-2.81806e+08,0.18098,-1.52205e+09,-1.91877e+09,0.945858,0.2961,-6.83873e+08,-3.15247e+08,-0.328694,-0.549899,
-1.04204,0.615809,0.230348,-0.750513,0.456898,
-0.120042,0.342355,0.0256844,0.581661,0.375411,
-0.828093,-0.0519571,-0.108601,0.552301,-0.0885466,
0.765632,-0.0762505,0.607691,0.734258,0.591366,
-0.604019,-0.017409,-0.299042,-0.71572,-0.468208,
-0.441534,-0.72784,-0.687676,0.575191,0.588436,
0.690616,0.704254,0.331246,-0.82559,0.0208353,
-0.89255,-0.905219,-0.117391,0.407517,-0.512827,
-0.269465,-0.396765,-0.108479,0.777474,-0.80972,
-0.82675,-0.354709,-0.424355,0.531731,-0.204642,
-0.109666,0.490069,-0.724849,0.0667977,0.284646,
-0.846038,-0.538741,0.206787,0.340557,-0.555738,
-0.827788,-0.406775,0.214478,-0.785183,-1.19653,
0.123442,-0.27365,-0.364292,0.148468,-0.566725,
-0.124315,0.747165,-0.865788,0.79017,0.638488,
0.243628,0.571129,-0.754514,-0.391787,0.0244974,
-0.323179,-0.839541,-1.17966,-0.178273,0.665956,
0.616514,0.620082,-0.00367568,-0.538097,-0.251276,
-0.162769,-0.888555,0.376109,-1.1861,-0.94248,
0.299417,0.109003,0.582299,0.547601,-0.0444155,
-1.1571,-0.837649,-0.822816,-0.925816,-0.290951,
-0.223503,0.197571,0.31385,0.691287,-0.480843,
0.138946,-0.597461,-0.191125,-0.0866544,0.616392,
-0.100327,-0.0650194,-1.14719,-0.396914,-0.153431,
0.0169893,-0.958567,-0.487225,-0.378175,-1.01451,
0.442737,-1.05019,-0.910957,-0.587112,-0.222282,
-0.606644,-0.353305,0.761143,-1.11828,-0.400638,
-0.803982,-0.42057,0.510212,-0.715049,-0.437627,
0.416978,-0.297211,0.433303,0.682131,0.734685,
-0.777309,0.0786057,0.644314,-0.119432,-0.895724,
